"unit_id","channel","polarity","unit_index","is_residual","lower_uv","upper_uv"
"B-087-POS-U03","B-087","POS","3","false","173.35500000000002","inf"
"B-088-NEG-U01","B-088","NEG","1","false","-61.620000000000005","-31.005000000000003"
"B-088-NEG-U02","B-088","NEG","2","false","-inf","-61.620000000000005"
"B-088-POS-U01","B-088","POS","1","false","31.005000000000003","inf"
"B-090-NEG-U01","B-090","NEG","1","false","-inf","-28.080000000000002"
"B-090-POS-U01","B-090","POS","1","false","28.080000000000002","55.965"
"B-090-POS-U02","B-090","POS","2","false","55.965","inf"
"B-091-NEG-U01","B-091","NEG","1","false","-inf","-34.905"
"B-091-POS-U01","B-091","POS","1","false","34.905","49.92"
"B-091-POS-U02","B-091","POS","2","false","49.92","70.005"
"B-091-POS-U03","B-091","POS","3","false","70.005","inf"
"B-094-NEG-U01","B-094","NEG","1","false","-70.005","-31.005000000000003"
"B-094-NEG-U02","B-094","NEG","2","false","-200.07","-70.005"
"B-094-NEG-U03","B-094","NEG","3","false","-inf","-200.07"
"B-094-POS-U01","B-094","POS","1","false","31.005000000000003","75.075"
"B-094-POS-U02","B-094","POS","2","false","75.075","inf"
